Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
c0b90457-0933-47de-9a72,12-01-2024,04:51:03,Online,Debit Card,Senior,Standard,Anytime,17,London Paddington,Reading,12-01-2024,06:15:00,07:15:00,07:15:00,On Time,NA,No
404e63af-cd33-4cc5-b24f,12-01-2024,04:57:40,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,06:15:00,06:45:00,,Cancelled,Weather,Yes
6758a52d-e7ac-463b-b19f,12-01-2024,05:05:17,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,06:30:00,07:00:00,07:00:00,On Time,NA,No
53aeccf2-8123-4391-933d,12-01-2024,05:07:42,Online,Credit Card,Adult,First Class,Anytime,69,London Euston,Birmingham New Street,12-01-2024,06:30:00,07:50:00,,Cancelled,Staff Shortage,No
70bdf0c7-c6b1-4ce1-b4be,12-01-2024,05:10:31,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,03:30:00,05:20:00,05:20:00,On Time,NA,No
19567e51-08d2-4651-b41f,12-01-2024,05:11:05,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,12-01-2024,06:30:00,07:00:00,07:00:00,On Time,NA,No
2a893ba5-677e-4329-b394,12-01-2024,05:12:10,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,12-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
2f2b419e-e17f-4aa3-8406,12-01-2024,05:13:12,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,12-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
708da457-2bce-4b41-a6ed,12-01-2024,05:13:24,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,12-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
94fd69fd-a6d0-4c8d-8b99,12-01-2024,05:13:29,Station,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,12-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
2355d8dd-1d73-4202-9e3f,12-01-2024,05:13:44,Online,Credit Card,Disabled,Standard,Anytime,29,Birmingham New Street,London St Pancras,12-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
e255adde-38f1-4648-b618,12-01-2024,05:17:57,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,13-01-2024,03:45:00,05:05:00,05:05:00,On Time,NA,No
d2d06f45-ff90-465e-b185,12-01-2024,05:26:56,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,03:45:00,05:35:00,05:35:00,On Time,NA,No
faf31086-4150-4ce1-a83f,12-01-2024,05:27:31,Station,Contactless,Adult,Standard,Anytime,47,London Kings Cross,York,12-01-2024,06:45:00,08:35:00,08:35:00,On Time,NA,No
bc086777-1e7e-420c-be36,12-01-2024,05:27:53,Station,Contactless,Adult,Standard,Anytime,47,London Kings Cross,York,12-01-2024,06:45:00,08:35:00,08:35:00,On Time,NA,No
fcdfc55d-5f01-4c71-bab4,12-01-2024,05:40:35,Online,Contactless,Adult,Standard,Anytime,23,Oxford,Bristol Temple Meads,12-01-2024,07:00:00,08:15:00,08:15:00,On Time,NA,No
bdc36d94-4451-4e86-8b77,12-01-2024,05:45:45,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,13-01-2024,04:15:00,05:35:00,05:35:00,On Time,NA,No
d86878c7-13ff-4386-b4df,12-01-2024,05:52:47,Station,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,13-01-2024,04:15:00,04:45:00,04:45:00,On Time,NA,No
4d56270d-4645-4207-9f45,12-01-2024,05:53:49,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,13-01-2024,04:15:00,05:35:00,05:35:00,On Time,NA,No
079c38cb-921f-4e70-82ee,12-01-2024,05:59:24,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,13-01-2024,04:15:00,05:35:00,05:35:00,On Time,NA,No
429b9029-65e3-4f1c-946a,12-01-2024,06:03:56,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,04:30:00,06:20:00,06:20:00,On Time,NA,No
f71ace2a-18ad-433c-9124,12-01-2024,06:05:34,Station,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,13-01-2024,04:30:00,05:50:00,05:50:00,On Time,NA,No
64655a6c-1738-44c6-a70f,12-01-2024,06:08:37,Station,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,13-01-2024,04:30:00,05:50:00,05:50:00,On Time,NA,No
e1799ed6-b158-4dac-9593,12-01-2024,06:14:42,Online,Credit Card,Disabled,Standard,Anytime,45,York,Peterborough,12-01-2024,07:30:00,08:40:00,08:40:00,On Time,NA,No
c1e93f13-0757-4a06-8fde,12-01-2024,06:21:11,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,04:45:00,06:35:00,06:35:00,On Time,NA,No
64f915db-0841-47ca-bef7,12-01-2024,06:32:37,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,12-01-2024,08:00:00,10:15:00,10:15:00,On Time,NA,No
ba752c54-fcf4-43e0-bcd6,12-01-2024,06:34:00,Online,Debit Card,None,Standard,Anytime,143,London Euston,Manchester Piccadilly,12-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
746d4f7c-306a-4d6d-9e47,12-01-2024,06:34:02,Station,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,12-01-2024,08:00:00,09:20:00,09:20:00,On Time,NA,No
e1238f22-500e-4abd-bd78,12-01-2024,06:37:19,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,12-01-2024,08:00:00,10:15:00,10:15:00,On Time,NA,No
211d9a09-66a1-4cb0-8df7,12-01-2024,06:39:09,Online,Credit Card,Disabled,First Class,Anytime,144,London Euston,Manchester Piccadilly,12-01-2024,08:00:00,09:50:00,09:50:00,On Time,NA,No
fc32d4a0-52aa-442e-b0ca,12-01-2024,06:39:19,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,12-01-2024,08:00:00,10:15:00,10:15:00,On Time,NA,No
9fc4cada-c964-403e-9ecb,12-01-2024,06:40:11,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,12-01-2024,08:00:00,10:15:00,10:15:00,On Time,NA,No
b475f6f9-15f2-4fb3-9021,12-01-2024,06:47:23,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,12-01-2024,08:15:00,09:35:00,10:11:00,Delayed,Signal Failure,No
207459cb-d3c8-4fa9-a6bf,12-01-2024,06:49:54,Online,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,07:15:00,07:45:00,07:45:00,On Time,NA,No
62e202f0-4039-472c-bb54,12-01-2024,06:54:35,Online,Credit Card,None,Standard,Anytime,30,York,Liverpool Lime Street,12-01-2024,08:15:00,09:45:00,09:45:00,On Time,NA,No
3339a474-f431-4313-835b,12-01-2024,07:00:59,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,13-01-2024,05:30:00,06:50:00,06:50:00,On Time,NA,No
803aeb20-0f7d-4fd8-b564,12-01-2024,07:16:56,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,12-01-2024,07:45:00,08:45:00,08:45:00,On Time,NA,No
ff6d7e48-b05c-4a09-8e42,12-01-2024,07:24:38,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,12-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
d15ed29c-6966-4e7e-99d7,12-01-2024,07:32:50,Station,Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,12-01-2024,09:00:00,09:45:00,12:45:00,Delayed,Signal Failure,No
73c53285-4d2f-4a7e-beff,12-01-2024,07:33:58,Online,Contactless,None,First Class,Off-Peak,41,London Paddington,Reading,12-01-2024,09:00:00,10:00:00,10:00:00,On Time,NA,No
8d4d3ad1-2338-404c-9789,12-01-2024,07:36:15,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:00:00,06:30:00,06:30:00,On Time,NA,No
4179ce67-e175-4993-beae,12-01-2024,07:37:08,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:00:00,06:30:00,06:30:00,On Time,NA,No
07bf4684-daf7-420f-9477,12-01-2024,07:48:59,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
2bb3b3be-8d76-40e8-b50f,12-01-2024,07:50:58,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
8063ef91-d880-4c82-b2dd,12-01-2024,07:52:13,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
5d836f6a-babb-43e8-aa58,12-01-2024,07:59:48,Online,Contactless,Senior,First Class,Advance,6,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:15:00,06:45:00,06:45:00,On Time,NA,No
37d55540-55ca-431e-9ed7,12-01-2024,08:00:09,Online,Credit Card,Disabled,First Class,Advance,7,York,Doncaster,13-01-2024,06:30:00,07:00:00,07:00:00,On Time,NA,No
552253e6-2fd0-4e20-817d,12-01-2024,08:00:52,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,13-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
23c440b5-caca-49c5-833d,12-01-2024,08:04:03,Online,Debit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,13-01-2024,06:30:00,08:20:00,08:20:00,On Time,NA,No
7cd2b8bf-2693-4c73-a6d8,12-01-2024,08:09:55,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:30:00,07:00:00,,Cancelled,Weather Conditions,Yes
7ebc87a1-794f-4f9a-820e,12-01-2024,08:12:00,Online,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,09:30:00,10:00:00,10:00:00,On Time,NA,No
8c83fdae-156e-4c52-90e2,12-01-2024,08:13:14,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,06:30:00,07:00:00,,Cancelled,Weather Conditions,No
a54faa7d-f47d-4139-a3b7,12-01-2024,08:13:30,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,13-01-2024,06:30:00,07:50:00,07:50:00,On Time,NA,No
7ebb96ee-9e9b-4f20-89c6,12-01-2024,08:17:29,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,13-01-2024,07:45:00,09:15:00,09:15:00,On Time,NA,No
3e08e127-15de-4ffd-ae15,12-01-2024,08:22:58,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,13-01-2024,07:45:00,08:45:00,,Cancelled,Staffing,Yes
9bd8ca0d-fadd-49e0-b7a0,12-01-2024,08:23:29,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,13-01-2024,06:45:00,07:15:00,07:15:00,On Time,NA,No
476a4049-b9a2-41fc-84cb,12-01-2024,08:25:39,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,13-01-2024,07:45:00,08:45:00,,Cancelled,Staffing,No
53d6ea6e-b4fe-47fd-b33f,12-01-2024,08:26:57,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,12-01-2024,09:45:00,11:05:00,11:05:00,On Time,NA,No
ada72cc4-05b5-44e0-b182,12-01-2024,08:29:25,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,13-01-2024,06:45:00,07:15:00,07:15:00,On Time,NA,No
59293340-8f80-410b-9d9e,12-01-2024,08:36:46,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,13-01-2024,07:00:00,08:00:00,08:00:00,On Time,NA,No
fcf7c86a-1735-4a38-ad5b,12-01-2024,08:56:15,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,10:15:00,10:45:00,10:45:00,On Time,NA,No
1da7bec1-dbcf-4b13-85cd,12-01-2024,09:06:47,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,07:30:00,09:20:00,09:20:00,On Time,NA,No
0d55ac08-44db-4afc-86a7,12-01-2024,09:12:49,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,13-01-2024,07:30:00,08:00:00,08:00:00,On Time,NA,No
4d3d9438-591e-4981-90f4,12-01-2024,09:15:18,Station,Contactless,None,Standard,Advance,86,Manchester Piccadilly,London Paddington,13-01-2024,07:45:00,10:00:00,10:00:00,On Time,NA,No
21cda760-2bf6-440d-bee2,12-01-2024,09:31:27,Station,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,11:00:00,11:30:00,13:15:00,Delayed,Staff Shortage,No
99039222-11f8-4a8a-b472,12-01-2024,09:33:26,Online,Credit Card,None,Standard,Advance,33,Reading,Birmingham New Street,13-01-2024,08:00:00,09:00:00,09:00:00,On Time,NA,No
7bb3820e-6630-4fd1-becc,12-01-2024,09:36:42,Station,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,11:00:00,11:30:00,13:15:00,Delayed,Staff Shortage,No
70ab8677-d66c-4b64-9085,12-01-2024,09:37:27,Online,Contactless,None,Standard,Advance,6,Reading,Oxford,13-01-2024,08:00:00,08:25:00,08:25:00,On Time,NA,No
8e35f8ce-e83a-4b76-80d4,12-01-2024,09:39:40,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,13-01-2024,08:00:00,10:15:00,11:10:00,Delayed,Weather,No
a16389f8-e263-4d9a-956a,12-01-2024,09:40:37,Station,Credit Card,None,Standard,Advance,21,Birmingham New Street,London Euston,13-01-2024,08:00:00,09:20:00,10:14:00,Delayed,Weather,No
50ace5c2-78ca-4589-8f3d,12-01-2024,09:41:05,Station,Credit Card,None,First Class,Advance,118,Liverpool Lime Street,London Euston,13-01-2024,08:00:00,10:15:00,11:10:00,Delayed,Weather,No
914b16b4-3218-4e8c-9f8d,12-01-2024,09:44:07,Station,Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,13-01-2024,08:00:00,09:50:00,10:07:00,Delayed,Weather,No
85429b57-2abc-47bc-bf96,12-01-2024,09:44:34,Station,Credit Card,Adult,Standard,Off-Peak,6,Birmingham New Street,Liverpool Lime Street,12-01-2024,11:00:00,12:30:00,12:30:00,On Time,NA,No
776e0c06-cb16-4e1e-a8f1,12-01-2024,09:45:29,Station,Credit Card,Adult,Standard,Advance,43,London Kings Cross,Liverpool Lime Street,13-01-2024,08:15:00,10:30:00,10:30:00,On Time,NA,No
24c6e3f9-2dd0-40d6-a67e,12-01-2024,10:17:07,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,08:45:00,09:15:00,09:15:00,On Time,NA,No
4ac05ac7-91ac-4a92-b0db,12-01-2024,10:18:19,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,13-01-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
37538858-acbb-4c31-a7be,12-01-2024,10:20:22,Online,Credit Card,Disabled,First Class,Off-Peak,27,London Paddington,Reading,12-01-2024,11:45:00,12:45:00,12:45:00,On Time,NA,No
2be0da99-ccfb-4edb-b6fc,12-01-2024,10:25:11,Station,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,12-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
cf963bb2-4237-4a2b-a983,12-01-2024,10:27:37,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,13-01-2024,08:45:00,09:45:00,09:45:00,On Time,NA,No
d663003e-3e6b-454f-af8e,12-01-2024,10:39:08,Station,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,12-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
79e19687-c11c-4742-a900,12-01-2024,10:44:19,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,12-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
b593d0c6-ad75-498a-b0b5,12-01-2024,10:51:36,Station,Debit Card,Adult,Standard,Off-Peak,11,Birmingham New Street,Manchester Piccadilly,12-01-2024,11:15:00,12:35:00,13:01:00,Delayed,Technical Issue,Yes
47ba10d8-e823-4d1a-93f8,12-01-2024,10:52:11,Online,Debit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,09:15:00,09:45:00,09:45:00,On Time,NA,No
fdcb9a6e-5963-4784-88ea,12-01-2024,10:54:46,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,09:15:00,09:45:00,09:45:00,On Time,NA,No
9dd20412-5ccf-46ba-ad12,12-01-2024,11:05:14,Online,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,12-01-2024,12:30:00,13:00:00,13:00:00,On Time,NA,No
0fc58053-d2a5-4f89-bfee,12-01-2024,11:40:18,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,12-01-2024,13:00:00,14:20:00,14:20:00,On Time,NA,No
d2ee4544-1d2a-4dc3-a450,12-01-2024,11:50:22,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,13-01-2024,11:15:00,12:35:00,13:13:00,Delayed,Technical Issue,Yes
7a76869c-4ffc-4170-ae3c,12-01-2024,11:50:26,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,12-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
80f48fb3-2896-4f4d-be75,12-01-2024,12:03:07,Station,Contactless,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
2b5ddf2e-05a2-4061-a163,12-01-2024,12:09:06,Station,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,12-01-2024,13:30:00,13:55:00,13:55:00,On Time,NA,No
20ab4e3c-97ad-486f-87c4,12-01-2024,12:30:01,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,13-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
3a191b1a-5f42-4066-a130,12-01-2024,12:38:55,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,11:00:00,11:30:00,14:02:00,Delayed,Staff Shortage,No
bdfa2fe7-fbfd-4883-9e8e,12-01-2024,12:40:43,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,11:00:00,11:30:00,14:02:00,Delayed,Staff Shortage,No
eb5bc3ed-8318-4519-ac21,12-01-2024,12:44:01,Online,Contactless,None,First Class,Advance,54,London St Pancras,Birmingham New Street,13-01-2024,11:00:00,12:20:00,12:20:00,On Time,NA,No
4f537f5a-1829-4619-93e8,12-01-2024,12:47:38,Station,Credit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,14:15:00,14:45:00,14:45:00,On Time,NA,No
4c7c3861-9868-494b-a85f,12-01-2024,12:49:19,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,11:15:00,11:45:00,11:45:00,On Time,NA,No
feaef1bb-786f-4127-a551,12-01-2024,12:55:55,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,12-01-2024,14:15:00,15:15:00,15:15:00,On Time,NA,No
3571b853-8136-4c69-a2f9,12-01-2024,13:03:26,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,13-01-2024,11:30:00,12:50:00,12:50:00,On Time,NA,No
7ec301a8-96c4-4106-97f1,12-01-2024,13:19:37,Online,Contactless,None,First Class,Advance,52,London Euston,Birmingham New Street,13-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
2c91ee2f-4b55-44be-b71d,12-01-2024,13:24:24,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,13-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
de8c54ac-ed0d-4839-ba5e,12-01-2024,13:28:31,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,13-01-2024,11:45:00,13:05:00,13:05:00,On Time,NA,No
0293c932-e140-44d1-ab9c,12-01-2024,13:30:47,Station,Credit Card,None,First Class,Off-Peak,41,London Paddington,Reading,12-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
2c1cd8e6-031d-498a-9acd,12-01-2024,13:33:25,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,13-01-2024,12:00:00,12:30:00,12:30:00,On Time,NA,No
d13f8ac6-98f3-46fc-b3e1,12-01-2024,13:38:12,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,12-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
8b40d271-67a9-4d78-b450,12-01-2024,13:42:08,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,12-01-2024,15:00:00,16:00:00,16:00:00,On Time,NA,No
bdc8af3d-d4b8-4af5-a0f2,12-01-2024,13:43:41,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,12-01-2024,15:00:00,16:50:00,16:50:00,On Time,NA,No
6ceed4c9-9e80-4fc3-9179,12-01-2024,13:46:35,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,12:15:00,14:05:00,14:05:00,On Time,NA,No
7c723e4f-6211-4074-a707,12-01-2024,14:01:07,Online,Contactless,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,13-01-2024,12:30:00,13:50:00,13:50:00,On Time,NA,No
6dc40388-fc99-4d1c-b91a,12-01-2024,14:02:30,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,12-01-2024,15:30:00,16:50:00,16:50:00,On Time,NA,No
6f3185cd-6a7d-414c-8f5d,12-01-2024,14:19:57,Station,Contactless,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,15:45:00,16:15:00,16:15:00,On Time,NA,No
08e5fe77-0f18-47fa-9ca2,12-01-2024,14:21:23,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,13-01-2024,12:45:00,13:45:00,13:45:00,On Time,NA,No
eb66c64c-ec55-43e1-b067,12-01-2024,14:30:22,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,13:00:00,14:50:00,14:50:00,On Time,NA,No
5a1bd9a0-7e74-4fd5-a21c,12-01-2024,14:34:21,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,12-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
32487d55-e3c3-4bcb-a106,12-01-2024,14:34:33,Station,Debit Card,Disabled,First Class,Anytime,69,London Euston,Birmingham New Street,12-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
2dd9f24a-eeb9-4eaa-94e3,12-01-2024,14:36:46,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,12-01-2024,16:00:00,17:20:00,17:20:00,On Time,NA,No
d8bb351b-f047-4873-ab17,12-01-2024,14:37:31,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,13:00:00,14:50:00,14:50:00,On Time,NA,No
930d7682-4ab6-4329-9b18,12-01-2024,14:47:17,Online,Contactless,Senior,Standard,Advance,5,London St Pancras,Birmingham New Street,13-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
5828e987-a044-4c3a-afbf,12-01-2024,14:48:05,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,12-01-2024,16:15:00,17:35:00,17:35:00,On Time,NA,No
e8eaab8d-1a22-4967-a860,12-01-2024,14:50:36,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,13-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
f9d7ef8b-6d5c-4679-8cdc,12-01-2024,14:51:51,Online,Contactless,Adult,First Class,Anytime,13,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
707acd83-931c-439e-9679,12-01-2024,14:53:07,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,13-01-2024,13:15:00,14:35:00,14:35:00,On Time,NA,No
53a6cdd3-d259-4cf0-acf2,12-01-2024,14:54:36,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,13-01-2024,13:15:00,15:05:00,,Cancelled,Weather Conditions,Yes
1e7a7d5a-8dbc-46b0-ae31,12-01-2024,14:54:57,Station,Credit Card,None,Standard,Anytime,129,London Kings Cross,Liverpool Lime Street,12-01-2024,16:15:00,18:30:00,18:30:00,On Time,NA,No
51f2a5cf-23af-4c1b-9218,12-01-2024,14:55:20,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,12-01-2024,16:15:00,17:35:00,17:35:00,On Time,NA,No
988ac770-5ccc-4733-9139,12-01-2024,14:55:55,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
2d868732-3988-4efd-acbb,12-01-2024,14:56:30,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,13:15:00,13:45:00,13:45:00,On Time,NA,No
26df2830-96f2-4d71-914b,12-01-2024,14:57:06,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,12-01-2024,16:15:00,16:45:00,16:45:00,On Time,NA,No
af3ca072-91ed-4691-a945,12-01-2024,15:03:12,Station,Debit Card,None,Standard,Off-Peak,126,Manchester Piccadilly,London Euston,12-01-2024,15:30:00,17:20:00,17:44:00,Delayed,Staffing,Yes
a109169b-f5c6-41f4-b9a8,12-01-2024,15:06:09,Station,Credit Card,Adult,Standard,Anytime,7,Birmingham New Street,Liverpool Lime Street,12-01-2024,16:30:00,18:00:00,18:00:00,On Time,NA,No
30393756-991f-48f2-8ec6,12-01-2024,15:10:07,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,13-01-2024,13:30:00,14:00:00,14:00:00,On Time,NA,No
79d478ed-bd77-4981-bc0d,12-01-2024,15:10:10,Station,Contactless,None,First Class,Anytime,114,London Kings Cross,York,12-01-2024,17:45:00,19:35:00,,Cancelled,Signal Failure,No
76604da5-e418-4161-a802,12-01-2024,15:12:00,Online,Contactless,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,13-01-2024,13:30:00,14:50:00,14:50:00,On Time,NA,No
90516193-0983-419d-86a7,12-01-2024,15:14:54,Station,Contactless,None,First Class,Anytime,114,London Kings Cross,York,12-01-2024,17:45:00,19:35:00,,Cancelled,Signal Failure,No
